"P_ID","Record Type","Permit Type","Primary","Record Status","Record Date Opened","Record Date Status","Date Updated","Date Assigned","Date Status","Date Due","Task","Status","Task Active","Planner F","Planner L","Description","Notes","Address"
"Y19-073","Planning Project","Use Permit Administrative","Yes","Approved - Closed","7/3/2019 12:00:00 AM","10/30/2019 12:00:00 AM","10/30/2019 10:30:14 AM","10/30/2019 12:00:00 AM","10/21/2019 12:00:00 AM","10/30/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Simar","Gill","WHOLE FOODS AUP","","1333 NEWELL AV, WALCR, CA "
"Y19-073","Planning Project","Use Permit Administrative","Yes","Approved - Closed","7/3/2019 12:00:00 AM","10/30/2019 12:00:00 AM","10/30/2019 10:30:21 AM","10/30/2019 12:00:00 AM","10/30/2019 12:00:00 AM","10/30/2019 12:00:00 AM","Staff Analysis","Staff Level Decision","N","Simar","Gill","WHOLE FOODS AUP","","1333 NEWELL AV, WALCR, CA "
"Y19-073","Planning Project","Use Permit Administrative","Yes","Approved - Closed","7/3/2019 12:00:00 AM","10/30/2019 12:00:00 AM","10/30/2019 10:30:26 AM","10/30/2019 12:00:00 AM","10/30/2019 12:00:00 AM","10/30/2019 12:00:00 AM","Staff Level Decision","Approved","N","Simar","Gill","WHOLE FOODS AUP","","1333 NEWELL AV, WALCR, CA "
"Y19-073","Planning Project","Use Permit Administrative","Yes","Approved - Closed","7/3/2019 12:00:00 AM","10/30/2019 12:00:00 AM","10/30/2019 10:30:33 AM","10/30/2019 12:00:00 AM","10/30/2019 12:00:00 AM","10/30/2019 12:00:00 AM","Close Out","Approved","Y","Simar","Gill","WHOLE FOODS AUP","","1333 NEWELL AV, WALCR, CA "
"Y19-073","Planning Project","Use Permit Administrative","Yes","Approved - Closed","7/3/2019 12:00:00 AM","10/30/2019 12:00:00 AM","10/30/2019 10:31:36 AM","10/30/2019 12:00:00 AM","10/30/2019 12:00:00 AM","10/30/2019 12:00:00 AM","Close Out","Approved - Closed","N","Simar","Gill","WHOLE FOODS AUP","","1333 NEWELL AV, WALCR, CA "
"Y19-078","Planning Project","Use Permit Administrative","Yes","Close Out","7/22/2019 12:00:00 AM","8/23/2019 12:00:00 AM","7/22/2019 1:27:07 PM","7/22/2019 12:00:00 AM","7/22/2019 12:00:00 AM","7/22/2019 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","BIERHAUS AUP","","1360 LOCUST ST, WALCR, CA "
"Y19-078","Planning Project","Use Permit Administrative","Yes","Close Out","7/22/2019 12:00:00 AM","8/23/2019 12:00:00 AM","1/22/2020 10:01:38 AM","7/22/2019 12:00:00 AM","8/19/2019 12:00:00 AM","7/22/2019 12:00:00 AM","Planning Review","No Comments","N","Simar","Gill","BIERHAUS AUP","","1360 LOCUST ST, WALCR, CA "
"Y19-078","Planning Project","Use Permit Administrative","Yes","Close Out","7/22/2019 12:00:00 AM","8/23/2019 12:00:00 AM","1/22/2020 10:01:44 AM","","1/22/2020 12:00:00 AM","1/22/2020 10:01:44 AM","CEQA Review","Project Exempt","Y","Simar","Gill","BIERHAUS AUP","","1360 LOCUST ST, WALCR, CA "
"Y19-078","Planning Project","Use Permit Administrative","Yes","Close Out","7/22/2019 12:00:00 AM","8/23/2019 12:00:00 AM","1/22/2020 10:02:01 AM","1/22/2020 12:00:00 AM","8/23/2019 12:00:00 AM","1/22/2020 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Simar","Gill","BIERHAUS AUP","","1360 LOCUST ST, WALCR, CA "
"Y19-078","Planning Project","Use Permit Administrative","Yes","Close Out","7/22/2019 12:00:00 AM","8/23/2019 12:00:00 AM","1/22/2020 10:02:19 AM","1/22/2020 12:00:00 AM","8/23/2019 12:00:00 AM","1/22/2020 12:00:00 AM","Staff Analysis","Staff Level Decision","N","Simar","Gill","BIERHAUS AUP","","1360 LOCUST ST, WALCR, CA "
"Y19-078","Planning Project","Use Permit Administrative","Yes","Close Out","7/22/2019 12:00:00 AM","8/23/2019 12:00:00 AM","1/22/2020 10:02:37 AM","1/22/2020 12:00:00 AM","8/23/2019 12:00:00 AM","1/22/2020 12:00:00 AM","Staff Level Decision","Approved","N","Simar","Gill","BIERHAUS AUP","","1360 LOCUST ST, WALCR, CA "
"Y19-080","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","10/10/2019 12:00:00 AM","7/25/2019 8:41:22 AM","7/25/2019 12:00:00 AM","7/25/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","NEW VERIZON WIRELESS FACILITY MONOPINE","","2500 N MAIN ST, WALCR, CA 94596"
"Y19-080","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","10/10/2019 12:00:00 AM","7/29/2019 8:16:33 AM","7/26/2019 12:00:00 AM","7/29/2019 12:00:00 AM","8/8/2019 12:00:00 AM","Engineering Review","No Comments","N","Ryan","Cook","NEW VERIZON WIRELESS FACILITY MONOPINE","","2500 N MAIN ST, WALCR, CA 94596"
"Y19-080","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","10/10/2019 12:00:00 AM","2/12/2020 11:48:04 AM","7/25/2019 12:00:00 AM","7/29/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Building Review","No Comments","N","Chip","Griffin","NEW VERIZON WIRELESS FACILITY MONOPINE","","2500 N MAIN ST, WALCR, CA 94596"
"Y19-080","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","10/10/2019 12:00:00 AM","2/12/2020 11:48:58 AM","7/25/2019 12:00:00 AM","7/29/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Traffic Engineering Review","No Comments","N","Chip","Griffin","NEW VERIZON WIRELESS FACILITY MONOPINE","","2500 N MAIN ST, WALCR, CA 94596"
"Y19-080","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","10/10/2019 12:00:00 AM","2/12/2020 11:49:18 AM","7/25/2019 12:00:00 AM","7/29/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Other Review","No Comments","N","Chip","Griffin","NEW VERIZON WIRELESS FACILITY MONOPINE","","2500 N MAIN ST, WALCR, CA 94596"
"Y19-080","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","10/10/2019 12:00:00 AM","2/12/2020 11:49:45 AM","","7/29/2019 12:00:00 AM","2/12/2020 11:49:45 AM","CEQA Review","Project Exempt","Y","Chip","Griffin","NEW VERIZON WIRELESS FACILITY MONOPINE","","2500 N MAIN ST, WALCR, CA 94596"
"Y19-080","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","10/10/2019 12:00:00 AM","2/12/2020 11:50:39 AM","7/25/2019 12:00:00 AM","7/29/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Planning Review","No Comments","N","Chip","Griffin","NEW VERIZON WIRELESS FACILITY MONOPINE","","2500 N MAIN ST, WALCR, CA 94596"
"Y19-080","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","10/10/2019 12:00:00 AM","2/12/2020 11:50:50 AM","2/12/2020 12:00:00 AM","2/12/2020 12:00:00 AM","2/12/2020 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Chip","Griffin","NEW VERIZON WIRELESS FACILITY MONOPINE","","2500 N MAIN ST, WALCR, CA 94596"
"Y19-080","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","10/10/2019 12:00:00 AM","2/12/2020 11:53:06 AM","2/12/2020 12:00:00 AM","9/10/2019 12:00:00 AM","2/12/2020 12:00:00 AM","Staff Analysis","Set for Hearing","N","Chip","Griffin","NEW VERIZON WIRELESS FACILITY MONOPINE","","2500 N MAIN ST, WALCR, CA 94596"
"Y19-080","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","10/10/2019 12:00:00 AM","2/12/2020 11:54:21 AM","2/12/2020 12:00:00 AM","10/10/2019 12:00:00 AM","2/12/2020 12:00:00 AM","Planning Commission","Approved","N","Chip","Griffin","NEW VERIZON WIRELESS FACILITY MONOPINE","","2500 N MAIN ST, WALCR, CA 94596"
"Y19-081","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","9/17/2019 12:00:00 AM","7/25/2019 8:51:02 AM","7/25/2019 12:00:00 AM","7/25/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Intake Review","Application Accepted","N","Greg","Kapovich","Trinity Center Winter Emergency Shelter at the Armory - CUP","","1800 CARMEL DR, WALCR, CA 94596"
"Y19-081","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","9/17/2019 12:00:00 AM","7/25/2019 8:52:52 AM","","7/25/2019 12:00:00 AM","7/25/2019 8:52:52 AM","CEQA Review","Project Exempt","Y","Greg","Kapovich","Trinity Center Winter Emergency Shelter at the Armory - CUP","","1800 CARMEL DR, WALCR, CA 94596"
"Y19-081","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","9/17/2019 12:00:00 AM","7/31/2019 10:49:54 AM","7/25/2019 12:00:00 AM","7/31/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Building Review","No Comments","N","Greg","Kapovich","Trinity Center Winter Emergency Shelter at the Armory - CUP","","1800 CARMEL DR, WALCR, CA 94596"
"Y19-081","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","9/17/2019 12:00:00 AM","8/6/2019 2:08:14 PM","7/31/2019 12:00:00 AM","8/6/2019 12:00:00 AM","8/16/2019 12:00:00 AM","Planning Review","No Comments","N","Greg","Kapovich","Trinity Center Winter Emergency Shelter at the Armory - CUP","","1800 CARMEL DR, WALCR, CA 94596"
"Y19-081","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","9/17/2019 12:00:00 AM","8/6/2019 2:08:20 PM","7/25/2019 12:00:00 AM","8/6/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Police Review","No Comments","N","Greg","Kapovich","Trinity Center Winter Emergency Shelter at the Armory - CUP","","1800 CARMEL DR, WALCR, CA 94596"
"Y19-081","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","9/17/2019 12:00:00 AM","8/6/2019 2:08:25 PM","8/6/2019 12:00:00 AM","8/6/2019 12:00:00 AM","8/6/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Greg","Kapovich","Trinity Center Winter Emergency Shelter at the Armory - CUP","","1800 CARMEL DR, WALCR, CA 94596"
"Y19-081","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","9/17/2019 12:00:00 AM","8/6/2019 2:08:31 PM","8/6/2019 12:00:00 AM","8/6/2019 12:00:00 AM","8/6/2019 12:00:00 AM","Staff Analysis","Set for Hearing","N","Greg","Kapovich","Trinity Center Winter Emergency Shelter at the Armory - CUP","","1800 CARMEL DR, WALCR, CA 94596"
"Y19-081","Planning Project","Use Permit Conditional","Yes","Close Out","7/25/2019 12:00:00 AM","9/17/2019 12:00:00 AM","9/17/2019 5:17:43 PM","8/6/2019 12:00:00 AM","9/17/2019 12:00:00 AM","9/12/2019 12:00:00 AM","Planning Commission","Approved","N","Greg","Kapovich","Trinity Center Winter Emergency Shelter at the Armory - CUP","","1800 CARMEL DR, WALCR, CA 94596"
"Y19-083","Planning Project","Use Permit Administrative","Yes","Close Out","7/29/2019 12:00:00 AM","8/12/2019 12:00:00 AM","7/29/2019 11:13:33 AM","7/29/2019 12:00:00 AM","7/29/2019 12:00:00 AM","7/29/2019 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","MARRIOTT AUP","","2050 N CALIFORNIA BLVD, WALCR, CA 94596"
"Y19-083","Planning Project","Use Permit Administrative","Yes","Close Out","7/29/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/12/2019 11:07:20 AM","7/29/2019 12:00:00 AM","8/12/2019 12:00:00 AM","7/29/2019 12:00:00 AM","Police Review","No Comments","N","Chip","Griffin","MARRIOTT AUP","","2050 N CALIFORNIA BLVD, WALCR, CA 94596"
"Y19-083","Planning Project","Use Permit Administrative","Yes","Close Out","7/29/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/12/2019 11:07:28 AM","","8/12/2019 12:00:00 AM","8/12/2019 11:07:28 AM","CEQA Review","Project Exempt","Y","Chip","Griffin","MARRIOTT AUP","","2050 N CALIFORNIA BLVD, WALCR, CA 94596"
"Y19-083","Planning Project","Use Permit Administrative","Yes","Close Out","7/29/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/12/2019 11:08:09 AM","7/29/2019 12:00:00 AM","8/12/2019 12:00:00 AM","7/29/2019 12:00:00 AM","Planning Review","No Comments","N","Chip","Griffin","MARRIOTT AUP","","2050 N CALIFORNIA BLVD, WALCR, CA 94596"
"Y19-083","Planning Project","Use Permit Administrative","Yes","Close Out","7/29/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/12/2019 11:08:21 AM","8/12/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/12/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Chip","Griffin","MARRIOTT AUP","","2050 N CALIFORNIA BLVD, WALCR, CA 94596"
"Y19-083","Planning Project","Use Permit Administrative","Yes","Close Out","7/29/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/12/2019 11:08:32 AM","8/12/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/12/2019 12:00:00 AM","Staff Analysis","Staff Level Decision","N","Chip","Griffin","MARRIOTT AUP","","2050 N CALIFORNIA BLVD, WALCR, CA 94596"
"Y19-083","Planning Project","Use Permit Administrative","Yes","Close Out","7/29/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/12/2019 11:09:10 AM","8/12/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/12/2019 12:00:00 AM","Staff Level Decision","Approved","N","Chip","Griffin","MARRIOTT AUP","","2050 N CALIFORNIA BLVD, WALCR, CA 94596"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","7/30/2019 3:16:26 PM","7/30/2019 12:00:00 AM","7/30/2019 12:00:00 AM","7/30/2019 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","8/12/2019 8:33:19 AM","7/31/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/13/2019 12:00:00 AM","Traffic Engineering Review","No Comments","N","YunNa","Rhee","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","8/12/2019 11:50:29 AM","7/31/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/13/2019 12:00:00 AM","Building Review","No Comments","N","Prabhath","Silva","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","9/10/2019 4:36:03 PM","7/31/2019 12:00:00 AM","9/10/2019 12:00:00 AM","8/28/2019 12:00:00 AM","Planning Review","Comments","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","9/10/2019 4:36:48 PM","7/31/2019 12:00:00 AM","9/10/2019 12:00:00 AM","8/13/2019 12:00:00 AM","Engineering Review","Comments","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","9/10/2019 4:37:01 PM","","9/10/2019 12:00:00 AM","9/10/2019 4:37:01 PM","CEQA Review","Project Exempt","Y","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","9/10/2019 4:37:08 PM","9/10/2019 12:00:00 AM","9/10/2019 12:00:00 AM","9/10/2019 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","11/15/2019 11:02:24 AM","9/10/2019 12:00:00 AM","11/15/2019 12:00:00 AM","9/10/2019 12:00:00 AM","Resubmittal","Route for Review","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","11/25/2019 11:09:21 AM","11/15/2019 12:00:00 AM","11/25/2019 12:00:00 AM","11/27/2019 12:00:00 AM","Traffic Engineering Review","No Comments","N","YunNa","Rhee","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","11/27/2019 3:35:10 PM","11/15/2019 12:00:00 AM","11/27/2019 12:00:00 AM","11/27/2019 12:00:00 AM","Engineering Review","Comments","N","Kurt","Wurnitsch","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","12/10/2019 2:58:14 PM","11/15/2019 12:00:00 AM","12/10/2019 12:00:00 AM","11/27/2019 12:00:00 AM","Planning Review","Comments","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","12/10/2019 2:58:25 PM","12/10/2019 12:00:00 AM","12/10/2019 12:00:00 AM","12/10/2019 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","4/28/2020 8:45:01 AM","12/10/2019 12:00:00 AM","4/27/2020 12:00:00 AM","12/10/2019 12:00:00 AM","Resubmittal","Route for Review","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","5/5/2020 10:58:19 AM","4/28/2020 12:00:00 AM","5/5/2020 12:00:00 AM","5/12/2020 12:00:00 AM","Traffic Engineering Review","No Comments","N","YunNa","Rhee","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","5/13/2020 12:57:10 PM","4/28/2020 12:00:00 AM","5/13/2020 12:00:00 AM","5/12/2020 12:00:00 AM","Building Review","No Comments","N","Prabhath","Silva","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","5/18/2020 11:49:52 AM","4/28/2020 12:00:00 AM","5/18/2020 12:00:00 AM","5/22/2020 12:00:00 AM","Planning Review","No Comments","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","5/18/2020 4:38:24 PM","4/28/2020 12:00:00 AM","5/18/2020 12:00:00 AM","5/12/2020 12:00:00 AM","Engineering Review","No Comments","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","5/18/2020 4:38:53 PM","5/18/2020 12:00:00 AM","5/18/2020 12:00:00 AM","5/18/2020 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","5/18/2020 4:39:14 PM","5/18/2020 12:00:00 AM","5/18/2020 12:00:00 AM","5/18/2020 12:00:00 AM","Staff Analysis","Staff Level Decision","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-086","Planning Project","Design Review Residential","Yes","Close Out","7/30/2019 12:00:00 AM","6/10/2020 12:00:00 AM","6/10/2020 3:28:30 PM","5/18/2020 12:00:00 AM","6/10/2020 12:00:00 AM","6/12/2020 12:00:00 AM","Staff Level Decision","Approved","N","Greg","Kapovich","OVERLOOK 2ND STORY ADDITION","","2166 Overlook DR, Unit , WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","8/6/2019 9:15:12 AM","8/6/2019 12:00:00 AM","8/6/2019 12:00:00 AM","8/6/2019 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","8/14/2019 3:41:14 PM","8/14/2019 12:00:00 AM","8/14/2019 12:00:00 AM","8/6/2019 12:00:00 AM","Engineering Review","No Comments","N","Cathleen","Terentieff","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","8/19/2019 2:24:29 PM","8/6/2019 12:00:00 AM","8/9/2019 12:00:00 AM","8/6/2019 12:00:00 AM","Planning Review","Assigned - Notify Applicant","Y","Simar","Gill","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","8/21/2019 2:06:14 PM","8/6/2019 12:00:00 AM","8/21/2019 12:00:00 AM","8/6/2019 12:00:00 AM","Building Review","No Comments","N","Timothy","Rodden","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","8/21/2019 2:06:21 PM","8/19/2019 12:00:00 AM","8/21/2019 12:00:00 AM","8/6/2019 12:00:00 AM","Planning Review","Comments","N","Simar","Gill","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","8/21/2019 2:06:27 PM","8/6/2019 12:00:00 AM","8/21/2019 12:00:00 AM","8/6/2019 12:00:00 AM","Traffic Engineering Review","No Comments","N","Simar","Gill","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","8/21/2019 2:06:32 PM","","8/21/2019 12:00:00 AM","8/21/2019 2:06:32 PM","CEQA Review","Project Exempt","Y","Simar","Gill","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","8/21/2019 2:06:38 PM","8/21/2019 12:00:00 AM","8/21/2019 12:00:00 AM","8/21/2019 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Simar","Gill","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","9/13/2019 3:46:34 PM","9/13/2019 12:00:00 AM","9/16/2019 12:00:00 AM","9/13/2019 12:00:00 AM","Staff Analysis","Staff Level Decision","N","Simar","Gill","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","9/13/2019 3:46:42 PM","9/13/2019 12:00:00 AM","9/16/2019 12:00:00 AM","9/13/2019 12:00:00 AM","Staff Level Decision","Approved","N","Simar","Gill","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","2/7/2020 3:23:10 PM","8/21/2019 12:00:00 AM","9/2/2019 12:00:00 AM","8/21/2019 12:00:00 AM","Resubmittal","Route for Review","N","Simar","Gill","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","2/7/2020 3:23:37 PM","9/13/2019 12:00:00 AM","9/4/2019 12:00:00 AM","9/13/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Simar","Gill","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-088","Planning Project","Design Review Other","Yes","Close Out","8/6/2019 12:00:00 AM","9/16/2019 12:00:00 AM","2/7/2020 3:24:12 PM","9/13/2019 12:00:00 AM","9/3/2019 12:00:00 AM","9/13/2019 12:00:00 AM","Planning Review","No Comments","N","Simar","Gill","Larkwood Townhomes Carport Replacements","","1600 SAN LUIS RD, WALCR, CA 94597"
"Y19-090","Planning Project","Use Permit Administrative","No","Close Out","8/12/2019 12:00:00 AM","7/15/2020 12:00:00 AM","8/12/2019 2:07:46 PM","8/12/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/12/2019 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","7-ELEVEN NEW BUILDING AND SIGNAGE","","690 YGNACIO VALLEY RD, WALCR, CA 94596"
"Y19-090","Planning Project","Use Permit Conditional","No","Close Out","8/12/2019 12:00:00 AM","7/15/2020 12:00:00 AM","8/12/2019 2:07:46 PM","8/12/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/12/2019 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","7-ELEVEN NEW BUILDING AND SIGNAGE","","690 YGNACIO VALLEY RD, WALCR, CA 94596"
